pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
1`SFGOV`https://www.sfgov.org`http://sfgov.org/`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  	   Edwin M. Lee, the 43rd Mayor of San Francisco, passed away on December 12, 2017. Mayor Lee dedicated his life to helping others and serving the people of San Francisco. During his three decades of public service, Mayor Lee was a steadfast advocate for the powerless, a voice for the overlooked and a person who fought for those in need. He was a loving husband, caring father and cherished friend. He will be dearly missed.                    - Service 24x7     City and County of San Francisco 
15`Policies | SFGOV`http://sfgov.org/policies`http://sfgov.org/policies`"This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow   Thank you for visiting the City and County of San Francisco website and reviewing our policies.   Information presented on this Web site is collected, maintained, and provided for the convenience of the reader. While every effort is made to keep such information accurate and up-to-date, the City and County of San Francisco does not certify the authenticity of information that originates from third parties.   Under no circumstances shall the City and County of San Francisco be liable for any actions taken or omissions made from reliance on any information contained herein from whatever source nor shall the City and County be liable for any other consequences from any such reliance.top       Purpose and Disclaimer   The City permits the establishment of external hyperlinks on its official website only if the links strictly comply with this policy. In establishing and maintaining its official website, the City does not intend to create any forum or other means for public discourse. Rather, the sole and limited purpose of the permitted external links is to provide information about the City and its government for residents, businesses and visitors. The City does not endorse or provide preferential treatment to any third party websites or associated organizations or persons. Additionally, the City does not control third party sites and therefore does not warrant that third party sites are accurate or, reliable, or that they have operational links. Linking Criteria Consistent with the foregoing purpose, it is the City's policy to limit external links to the following: a) Other governmental agencies; b) Entities with which the City has an existing formal, contractual relationship; c) Entities or events that receive funding from the City or are otherwise sponsored by the City; d) Entities that contribute to City initiatives and that the City wishes to acknowledge; e) Applications that use datasets from DataSF.org; f) the City's Chamber of Commerce and the San Francisco Travel Association; and g) Webpages that provide free access to traffic and weather information for San Francisco. In addition, the City reserves the right, at any time and without notice, to: a) Deny a link that does not meet the criteria set forth in this policy; b) Deny or discontinue an external link at any time if the website provides or promotes false, slanderous, illegal, infringing or incorrect information; c) Deny or discontinue an external link at any time if a substantial purpose of the linked website is to support or oppose a candidate or ballot measure; d) Remove any external link if the nature of the organization to which the link relates no longer complies with the City's external link policy; e) Revise this policy without prior notice when the City considers such revision to be in its best interests.top       It is the policy of the City and County of San Francisco that information and services on City and County Web Sites be designed to be accessible to people with disabilities. It is the responsibility of the agency and its web page developers to become familiar with the guidelines for achieving universal accessibility and to apply these principles in designing and creating any official City and County of San Francisco Web site.   According to the latest statistics available from the Bureau of the Census, there are 9.7 million people in the United States who have difficulty seeing the words and letters in ordinary newsprint, equal to 5.0% of the total population. Another 10.9 million people, or nearly 6% of the total population, have difficulty hearing what is said in an ordinary conversation with another person. The use of the City and County of San Francisco accessibility guidelines will ensure that web sites created by the City and County of San Francisco are developed to serve the largest possible audience. Compliance with these guidelines provides an added benefit to those users with text-based browsers, low-end processors, slow modem connections and/or no multi-media capabilities on their computer. It also allows for access to City and County of San Francisco web sites by new technologies, such as internet phones and personal organizers with internet connectivity. Visit the Web Accessibility Web site   Cascading Style Sheets   This site implements cascading style sheets. Certain early versions of Netscape (4.x and earlier) and Internet Explorer (3.x and earlier) do not fully support this feature, so elements such as links may display differently. If you are experiencing this, you may wish to disable style sheets. You can do this through your browser. In Explorer (5.50), choose Tools, Internet Options, General Tab, Accessibility, and check the ""Format documents using my style sheet"" feature. In Netscape (4.75), choose Edit, Preferences, Advanced, and turn off the Enable Style Sheets feature.top       The Privacy Policy outlines the types of information we gather when you visit our website, as well as some of the steps we take to safeguard it.   Information Collection Information You Provide Cookies Information Sharing Links Site Security Policy Changes top   All editorial and creative assets on this web site, including the code used to create web pages, are protected by US and international copyright laws. The City and County of San Francisco reserves all rights to this content.   top                   - Service 24x7     City and County of San Francisco "
16`Frequently Asked Questions | SFGOV`http://sfgov.org/frequently-asked-questions`http://sfgov.org/frequently-asked-questions`"This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow General   Residents   Business   Visitors   Government   More Resources       Q: How do I use this web site?A: The SFGov web site provides extensive search capabilities and is easy to use and navigate. The content is organized in five major categories that are referenced on the top of every page on the site. They are:  Q: Why is the City's web site using the top-level domain "".org"" rather than "".gov""? 	A: The City has adopted the simple and easier to remember ""sfgov.org"" domain to facilitate Citizens' access to information which is our main objective. At the same time, we have also registered the ""sanfrancisco-ca.gov"" domain.  	  Q: Where can I find general resources on living in San Francisco?A: Our Residents category was created just for that purpose.  There you'll find links to useful information, from culture to transportation.Q: How can I get a marriage certificate?A: See our information on marriage in San Francisco.Q: How can I find information on Domestic Partners in San Francisco?A: Find information on Domestic Partners in San Francisco.Q: Where can I find a list of upcoming concerts and cultural events in San Francisco?A: Check City Events at SF Gate's entertainment section, or the calendar of events at San Francisco Visitors and Convention Bureau.Q: A street light is out, damaged or obscured in my neighborhood, how can this be fixed?A: Most street lights in San Francisco are owned or operated by the San Francisco Public Utilities Commission. You can contact them by phone: (415) 554-0730; email: streetlights@sfwater.org or go their website at http://sfwater.org/ (click on “At Your Service” and then “Street Light Problems”).Q: How can I make a whistleblower complaint?A: The City has a Whistleblower Program where City employees and residents may report complaints concerning the quality and delivery of government services, misuse of City funds, wasteful and inefficient City government practices, and improper activities by City officers and employees. Complaints can be made online via a complaint form which can be found on our website (http://www.sfgov.org/whistleblower). Complaints can also be made by calling the City’s Customer Service Center at 311.Q: Where can I obtain a passport?A: Federal, state and probate courts, many post offices, some libraries, and a number of county and municipal offices. Our own Office of the Treasurer & Tax Collector houses the main acceptance office in the San Francisco area. For hours and general information, visit the Treasurer's Passport Acceptance Office website. For information about passport requirements, see the Department of State's passport website.Q: How can I get involved in my neighborhood? 	A: From recreation to volunteering, you can find a list of activities on our ""Recreation"" guide.  	  Q: How do I start a business in San Francisco?A: See the ""Getting a Business Started"" guide available for download on the Treasurer/Tax Collector's web site.Q: How do I do business with the City and County of San Francisco?A: Find out how easy it is to do business with the City of San Francisco.Q: How do I obtain a building permit?A: It is quickly and easily to request building and other permits online.Q: How can I work for the city government?A: Explore the ""City Employment"" page for job opportunities with the City of San Francisco.  	  Q: Where should I begin if I'm visiting the City?A: The San Francisco Travel Association is your first stop for all your visiting needs.  We also provide useful information on our Visitors site.Q: Where can I find photographs of San Francisco to download?A: The San Francisco Travel Association has a library of photos.Q: What is the population of San Francisco?A: 801,377 as of January 1, 2000. Q: What is the weather like in San Francisco?A: Visit sfgate for the latest weather update.Q: How do I get around the City?A: Whether you're traveling by bike, bus, rail, or boat, the ""SFMTA"" guide has links to all forms of transportation available in San Francisco.  	  Q: How do I file a claim against the City and County of San Francisco?A: You can find the claim form at the Office of City Attorney.Q: How can I find out about the City Council?A: San Francisco does not have a City Council. It is both a City and a County, and it only has a Board of Supervisors. The Board holds weekly meetings at City Hall.Q: How do I register to vote?A: Contact the Department of Elections at 415-554-4375 (voice), 415-554-7344 (fax), or sfvote@sfgov.org (email) to have a Voter Registration Card mailed to you. You can also visit the Department of Elections for more information.Q: How can I get a copy of the municipal code?A: The municipal code is on-line. It is also available at the public library.  	  See the entire A-to-Z list of departments and agencies.                       - Service 24x7     City and County of San Francisco "
17`SFGov.Org Telephone Directory - City Employee Name Search`http://mission.sfgov.org/IntranetDirectory/`http://mission.sfgov.org/IntranetDirectory/`
18`Site Map - Find Info | SFGOV`http://sfgov.org/site-map-find-info`http://sfgov.org/site-map-find-info`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow                     - Service 24x7     City and County of San Francisco 
19`Webmaster Technical Assistance | SFGOV`http://sfgov.org/webmaster-technical-assistance`http://sfgov.org/webmaster-technical-assistance`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow The following email addresses should be used only for reporting technical issues with a website such as error messages, site connection issues, etc. For information on services or questions regarding City services or content on a specific department website, please refer to our  online Help center. 		  (Online Form - No email address available)                   - Service 24x7     City and County of San Francisco 
20`San Francisco Data`http://apps.sfgov.org/showcase`http://apps.sfgov.org/showcase/`Neighborhood Score is a mobile application designed to provide an overall health and sustainability score, block-by-block for every neighborhood in the city of San Francisco. The application is based on a holistic model, which identifies assets and hazards in the physical and social environments of any given urban area. The app can be used to An iPhone app that will instantly show you real-time departures for your nearest BART station. Live BART locates your nearest BART station instantly, and displays that station’s real-time estimated departures. The City and County of San Francisco Recreation and Parks Department is happy to give this FREE Official SF Rec and Park App as a gift to the citizens, visitors, and tourists. Using the state of the art mCommerce Platform Skipitt, our partners at Appallicious, have given the City of San Francisco the ability to CrimeReports provides access to crime data at the street level using Google Maps. Users can see data for their neighborhood by simply entering their address. There is no advertising on the site and the data is updated daily. Users can also create free accounts on the site if they would like to receive email alerts The DataSF App Showcase is a collection of  applications that have been developed and built by individuals and organizations using datasets published by the City & County of San Francisco.   The apps in this showcase are a tangible result from individuals & organizations having open access to city data.  You can help improve the showcase by using and providing feedback on the applications, building your own application on the available datasets, and by letting us know what other datasets we should make available to the public. what is dataSF? Walk up to any tree in the beautiful city of San Francisco and find out exactly what type of tree you’re looking at by using your iPhone! SF Trees will tell you both the Latin and the common name for that tree as well as all the other trees in your vicinity. This app is SpotCrime is a crime data aggregator. We map the crime incidents, plot them on Google Maps, and deliver alerts via email, Facebook, Twitter, SMS, RSS and a multitude of other platforms. San Francisco Crimespotting is an interactive map of crimes in San Francisco and a tool for understanding crime in cities. Routesy will help you find your way around the Bay Area’s top transit systems — San Francisco Muni and BART — in real time. Simply choose the line you want to ride, and Routesy will show you the closest stop or station, along with real-time prediction data to make sure you make it on time. 13/04/2011 DataSF has launched a completely redesigned App showcase!  The DataSF App Showcase celebrates the innovators  Developed by  City and County of San Francisco ©2000-2018Powered by WordPress. 
21`SF Business Portal | SF Business Portal`http://businessportal.sfgov.org/`http://businessportal.sfgov.org/`       Jump to navigation                   Securely fill out and submit documents             Track your progress with checklists             Save time so you can focus on your business           Have an existing account?  Log In   [close window]   X You have 0 items in your folder. Add permits and other resources to download later. Content in your folder remains stored for 24 hours. Please download before closing the browser or email the list to yourself to return to your stored items anytime. View all in My Folder Welcome to The San Francisco Business Portal – our City’s primary online business resource. With comprehensive information and tailored tools, the Portal helps you easily navigate the steps to start, manage, and grow a business, quickly learn what it takes to be compliant, and obtain resources along the way. Ready to get started? Find the permits, licenses, requirements, and guidelines you need now. Last modified date: Tue, 04/05/2016 - 16:40 Starting a business can be challenging. Being prepared and well-informed will help. Learn what it takes to move your idea from dream to reality. Last modified date: Wed, 10/15/2014 - 12:38 Your doors are open, so what’s next? Educate yourself on important dates, laws, and local resources to help you succeed. Last modified date: Wed, 07/23/2014 - 12:20 Business is good and it’s time to expand. Discover the information and resources you need to grow your business and thrive. Last modified date: Sat, 08/02/2014 - 15:50 Writing out business goals and action steps not only helps you clarify and organize priorities, it gives potential lenders a clear vision of your roadmap to profitability. Once you have a clear understanding of what it takes to start and run your business, explore options to raise or borrow the money you need. Before you commit to a location or space, know what you're getting into. Every location has zoning laws defining where you can legally operate a business. All San Francisco businesses - even the small ones - must register with the City. Depending on your business, you may need to register with the State or Federal government as well. You've chosen that perfect business name. So what's the next step to make it legal and protect your brand? Planning to build something new? Before you break ground, obtain a building permit to make sure you meet building and fire codes. A business that is accessible to all not only helps your customers, it’s the law. The Americans with Disabilities Act (ADA) and state regulations require that businesses be open to people with disabilities. Find and submit permits, licenses, and forms that apply to your business.  Hiring your first employee is a big step and introduces new complexities. As an employer, you must consider labor regulations and payroll taxes at the local, state, and federal levels. Congratulations, your doors are open. Now you can focus on managing and growing your business. You don’t have to miss a deadline. Keep informed of important announcements and regulatory changes. Last modified date: Wed, 08/06/2014 - 22:01   If you are a business that requires a license or permit to operate from one or more of the following local regulatory agencies: Health, Fire, Police, Entertainment Commission, and Animal Care & Control, it's time to renew.  The due date is March 31, 2018.  There is no penalty if payment is received or postmarked by April 30, 2018. Last modified date: Thu, 03/22/2018 - 15:00 Is your business a place of public accommodation in San Francisco? If so, your landlord may need to comply with a new local accessibility ordinance.   The Accessible Business Entrance Program requires property owners of buildings with places of public accommodation to make primary entrances accessible to people with disabilities. This includes restaurants, bars, retail stores, dry cleaners, grocery stores, hotels, day care centers, nail salons, gas stations, hair salons, yoga studios, gyms, health spas, hardware stores, medical offices, message establishments and professional offices. The first deadline is May 23, 2018 for buildings that range from fully compliant to having minor barriers. Last modified date: Thu, 03/22/2018 - 15:04   Proposition V passed in November of 2016, and imposes a one cent per fluid ounce tax on the initial distribution within San Francisco of sugar-sweetened beverages, syrups, and powders. In general, beginning January 1, 2018, all businesses, other than common carriers, that (1) transfer sugar-sweetened beverages, syrups, or powders in the City for consideration or any commercial purpose; or (2) possess, store, own, or control sugar-sweetened beverages, syrups, or powders in the City for resale in the ordinary course of business that they obtained by taking possession of the product outside the City or from a common carrier inside the City, are responsible to file and pay the tax. Last modified date: Thu, 03/22/2018 - 14:37 Last modified date: Fri, 08/29/2014 - 08:04 Every great idea starts somewhere. Starter Kits explain how to turn an idea into a successful business with step-by-step guides, required permits, and helpful resources. Last modified date: Thu, 09/18/2014 - 15:46 Find the permits and licenses you need and apply online. Compliance is only a click away. Last modified date: Tue, 02/09/2016 - 15:29 Find specific resources and get answers. Everything you need to guide your business is right here. documents icon Explore our documents to find ordinances, guides, kits, and checklists that will help you and your business run smoothly. Find documents resources icon Use this library to find guides, classes, organizations, and websites that can help you and your business. View resources terms icon Explore our glossary of terms and definitions for all you need to know to make the right decisions with your business. Explore terms questions icon If you’re still stumped, search our FAQs. If you don’t see what you’re looking for, you can always contact us. Find answers The San Francisco Business Portal is the ultimate resource for starting, running, and growing a business in our City. With comprehensive information and tailored tools, the Portal helps you navigate the process and quickly learn what it takes to be compliant. Contact us for general advice or one-on-one assistance from a business counselor. We’re here to help. Share what you’ve learned with your network. Twitter Facebook Linkedin  © City & County of San Francisco Site by Tomorrow Partners 
22`Design for Accessibility | SFGOV`http://sfgov.org/design-accessibility`http://sfgov.org/design-accessibility`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Whether you are developing a Web site from scratch or whether you are just adding content to a page, it's important to always keep your end-user in mind. While it may seem at first glance that your material is easily accessible, chances are there are techniques you have been doing - or not doing, that will make your pages inaccessible to segments of the population. There are many types of conditions that will impact a visitor's ability to access your content and it is important to know what these limitations are in order to provide content that is easily accessible to all.                   - Service 24x7     City and County of San Francisco 
23`Resources | SFGOV`http://sfgov.org/resources`http://sfgov.org/resources`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow                   - Service 24x7     City and County of San Francisco 
24`Data Policies | SFGOV`http://sfgov.org/data-policies`http://sfgov.org/data-policies`"This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Terms of Use for data.sfgov.org   I. INTRODUCTION   As a convenience to potential users, the City and County of San Francisco (“City”) makes a variety of datasets (“Data”) available for download through this website. Your use of the Data is subject to these terms of use, which constitute a legal agreement between You and the City and County of San Francisco (“City”). This legal agreement is referred to as the “Terms of Use.”   II. ACCEPTING THE TERMS OF USE A. Means of Acceptance In order to use any of the Data, You must agree to these Terms of Use. You agree to the Terms of Use by either: (1) Clicking to accept the Terms of Use; or (2) Downloading or using any of the Data or any Derivative Work, in which case you understand and agree that the City will treat your download or use of the Data or a Derivative Work as an acceptance of the Terms of Use from that point forward. B. Authority to Accept You represent that you have full capacity and authority to accept these Terms of Use. If you are accepting on behalf of your employer or another entity, you represent that you have full authority to bind your employer or such other entity to the Terms of Use.   III. DEFINITIONS “Data” means any of the data that is available for download through DataSF.gov and includes any updates to that data. “Derivative Work” means a work that is based in any way or to any extent on the Data including without limitation any work that uses any of the Data in a modified form. “You” or “Your” refers to any individual or entity that seeks to use the Data.   IV. CITY'S INTELLECTUAL PROPERTY RIGHTS NOT AFFECTED If the City claims or seeks to protect any patent, copyright, or other intellectual property rights in any Data, the website will so indicate in the file containing such Data or on the page from which such Data is accessed. These Terms of Use do not grant You any title or right to any patent, copyright, or other such intellectual property rights that the City or others may have in the Data.   V. EXCLUSION OF WARRANTIES A. The Data contains information and data compiled and processed by the City and third parties. The City makes no representation or warranty that the information contained in the Data is accurate, true or correct. In using the Data, you understand and agree that the information contained therein is subject to error, and cannot be relied upon without verification or site inspection. B. You understand and agree that your use of the Data is at your sole risk. The Data is made available on an ""as is"" and ""as available"" basis without any warranties of any kind, whether express or implied, including without limitation implied warranties of merchantability, fitness for a particular purpose, and non-infringement. Should there be an error, inaccuracy, or other defect in the Data, you assume the full cost of correcting any such error, inaccuracy or defect. C. No advice or information, whether oral or written, obtained by you from the City or through or from the Data will create any warranty not expressly stated in these Terms of Use.   VI. LIMITATION OF LIABILITY AND INDEMNITY A. In no event shall the City be liable for any direct, indirect, incidental, consequential or special damages (including without limitation, loss of use, time or data, inconvenience, commercial loss, lost profits or savings, or the cost of computer equipment and software), to the full extent that such may be disclaimed by law, or for any claim against You by any third party. In no event shall the City be liable for any claim, including claims by third parties, for loss or damages arising from erroneous Data or information contained in the Data. B. To the fullest extent permitted by law, You shall indemnify and save harmless the City, from any claim, loss, damage, injury or liability of any kind, nature and description (including, without limitation, incidental and consequential damages, court costs, attorney’s fees and costs of investigation), that arise directly or indirectly, in whole or in part, from Your use of the Data, including without limitation Your use of the Data in a Derivative Work. In addition to Your obligation to indemnify the City, You specifically acknowledge and agree that You have an immediate and independent obligation to defend the City from any claim which actually or potentially falls within this indemnification provision, even if the allegations are or may be groundless, false or fraudulent, which obligation arises at the time such claim is tendered to You by City and continues at all times thereafter.   VII. ACCEPTANCE OF OTHER CONDITIONS For certain of the Data, there may be additional terms and conditions that are stated in the file containing such Data or on the page from which such Data is accessed. You understand and agree that You are bound by such additional terms and conditions.   VIII. GENERAL PROVISIONS A. These Terms of Use shall be governed by and interpreted under the laws of the State of California without regard to conflict of laws provisions. Any dispute arising out of these Terms of Use shall be subject to the exclusive venue of the state and federal courts within the Northern District of California, and You and the City hereby consent to the venue and jurisdiction of such courts. B. No modification to these Terms of Use, nor any waiver of any rights, shall be effective except by an instrument in writing signed by You and the City, and the waiver of any breach or default shall not constitute a waiver of any other right hereunder or any subsequent breach or default. C. These Terms of Use contain the entire agreement and understanding between You and the City with respect to the subject matter hereof and completely replace and supersede all prior agreements, understanding and representations. In no event will any additional terms or conditions be effective unless expressly accepted by the City in writing. D. If any provision of these Terms of Use is held to be invalid by a court of competent jurisdiction, then the remaining provisions will nevertheless remain in full force and effect. E. The City may modify these Terms of Use by posting notice of such modifications on this page. Any modification is effective upon posting, unless otherwise indicated. F. You agree that, if the City does not exercise or enforce any legal right or remedy contained in these Terms of Use (or that the City has the benefit of under any applicable law), this will not be taken to be a formal waiver of the City's rights and that those rights or remedies will still be available to the City. Any waiver of any provision of these Terms of Use will be effective only if the City expressly states in a signed writing that it is waiving a specified provision.    	Revised 11/4/09                       - Service 24x7     City and County of San Francisco "
25`Marriage | Office of the County Clerk`http://sfgov.org/countyclerk/marriage`http://sfgov.org/countyclerk/marriage`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow             - Service 24x7   City and County of San Francisco 
26`Domestic Partnership | Office of the County Clerk`http://sfgov.org/countyclerk/domestic-partnership`http://sfgov.org/countyclerk/domestic-partnership`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow             - Service 24x7   City and County of San Francisco 
