pdf_id`pdf_url`dl_status`scrape_status`num_pages`num_pages_scraped`is_fillable`text
1`SFGOV`https://www.sfgov.org`http://sfgov.org/`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  	   Edwin M. Lee, the 43rd Mayor of San Francisco, passed away on December 12, 2017. Mayor Lee dedicated his life to helping others and serving the people of San Francisco. During his three decades of public service, Mayor Lee was a steadfast advocate for the powerless, a voice for the overlooked and a person who fought for those in need. He was a loving husband, caring father and cherished friend. He will be dearly missed.                    - Service 24x7     City and County of San Francisco 
36`SFGOV`http://sfgov.org`http://sfgov.org/`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  	   Edwin M. Lee, the 43rd Mayor of San Francisco, passed away on December 12, 2017. Mayor Lee dedicated his life to helping others and serving the people of San Francisco. During his three decades of public service, Mayor Lee was a steadfast advocate for the powerless, a voice for the overlooked and a person who fought for those in need. He was a loving husband, caring father and cherished friend. He will be dearly missed.                    - Service 24x7     City and County of San Francisco 
37`Residents | SFGOV`http://sfgov.org/residents`http://sfgov.org/residents`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Residents  Select Category                   - Service 24x7     City and County of San Francisco 
38`Business | SFGOV`http://sfgov.org/business`http://sfgov.org/business`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Business  Select Category                   - Service 24x7     City and County of San Francisco 
39`Open Gov | SFGOV`http://sfgov.org/open-gov`http://sfgov.org/open-gov`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow OpenGov Select Category                   - Service 24x7     City and County of San Francisco 
40`Visitors | SFGOV`http://sfgov.org/visitors`http://sfgov.org/visitors`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Visitors Select Category                   - Service 24x7     City and County of San Francisco 
41`Online Services | SFGOV`http://sfgov.org/online-services`http://sfgov.org/online-services`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Online Services  Select Category                   - Service 24x7     City and County of San Francisco 
42`Help | SFGOV`http://sfgov.org/help`http://sfgov.org/help`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Dial 3-1-1 (within SF only) or (415) 701-2311; TTY (415) 701-2323 24 hours a day, 7 days a week, 365 days a year or use our online form.                     - Service 24x7     City and County of San Francisco 
43`Listen Now Help | SFGOV`http://sfgov.org/listen-now-help`http://sfgov.org/listen-now-help`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow To read a web page, click on the Listen Now plugin browser button. The Listen Now plugin Toolbar will appear.  Listen Now plugin delivers high quality speech to assist those with dyslexia, literacy difficulties, mild visual impairments and where English is a second language when browsing the web. Listen Now plugin features and options are accessed from an easy to use, floating toolbar. They include: Please note: Not all features are available at all times within browsealoud   Hover to Speak starts reading the page out loud - this feature is on by default   Play starts reading selected text or reads from the top of the page   Translate Page provides written and spoken translations in multiple languages   Generate MP3 converts selected text into an MP3   Screenmask blocks distractions on screen with a tinted mask   Text Magnifier enlarges text and reads it out loud   Web Page Simplifier removes clutter from the screen, displaying only the main text   Settings customise options to suit individual needs or preferences   Help show a simple help page that explains what the browsealoud toolbar does   Listen Now plugin may work on older versions of browsers. Support and updates are provided for the latest versions of Chrome, Firefox, Android (Chrome) and iOS/Mac (Safari).                   - Service 24x7     City and County of San Francisco 
44`Web Accessibility Standards and Guidelines | SFGOV`http://sfgov.org/web-accessibility-standards-and-guidelines`http://sfgov.org/web-accessibility-standards-and-guidelines`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow The City and County of San Francisco has adopted enhanced Web Development guidelines based upon the Federal Access Board’s Section 508 Guidelines (a)-(p). Enhancements to these guidelines have been made to address new technologies and to provide more robust detail for developers. References to Web Content Accessibility Guidelines have been included as well as custom checkpoints. a. Provide “Alternate Text” Equivalent for Non-Text Content b. Multimedia c. Use of Color to Convey Information d. Document Structure & Style sheets e. Server-side Image Maps f. Client-side Image Maps g. Data Tables h. Layout Tables (For Data Tables & Table Header Cells see guideline g) i. Frames, Context and Orientation j. Flicker/Blink/Animation k. Text-Only Pages   l. Scripting languages m.Downloadable/Embedded Objects n.Forms o.Navigation and Links p.Timed Responses                   - Service 24x7     City and County of San Francisco 
45`Web Accessibility | SFGOV`http://sfgov.org/web-accessibility`http://sfgov.org/web-accessibility`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  The City and County of San Francisco recognizes its obligation under the Americans with Disabilities Act (ADA) and other disability civil rights laws to provide equal access to all City and County programs and activities. The purpose of this Web site is to provide information, guidance, and techniques for the development of accessible Web site content provided by City and County of San Francisco agencies for the benefit of citizens, employees and visitors, including those with disabilities. The benefits of compliance with Web accessibility Guidelines benefit everyone, including those who would otherwise find it difficult or impossible to access content that was intended for all. Here you can find information on the following topics:                   - Service 24x7     City and County of San Francisco 
46`Home - SF311`http://sfgov.org/sf311`https://sf311.org/`For a police, fire, medical, or other emergency, call 911 immediately   Service Requests by Neighborhood & 311 Call Center Metrics 
47`Residents | SFGOV`http://sfgov.org/residents`http://sfgov.org/residents`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Residents  Select Category                   - Service 24x7     City and County of San Francisco 
48`Business | SFGOV`http://sfgov.org/business`http://sfgov.org/business`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Business  Select Category                   - Service 24x7     City and County of San Francisco 
49`Open Gov | SFGOV`http://sfgov.org/open-gov`http://sfgov.org/open-gov`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow OpenGov Select Category                   - Service 24x7     City and County of San Francisco 
50`Visitors | SFGOV`http://sfgov.org/visitors`http://sfgov.org/visitors`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Visitors Select Category                   - Service 24x7     City and County of San Francisco 
51`Online Services | SFGOV`http://sfgov.org/online-services`http://sfgov.org/online-services`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Online Services  Select Category                   - Service 24x7     City and County of San Francisco 
52`Help | SFGOV`http://sfgov.org/help`http://sfgov.org/help`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Dial 3-1-1 (within SF only) or (415) 701-2311; TTY (415) 701-2323 24 hours a day, 7 days a week, 365 days a year or use our online form.                     - Service 24x7     City and County of San Francisco 
53`SFGOV`http://sfgov.org`http://sfgov.org/`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  	   Edwin M. Lee, the 43rd Mayor of San Francisco, passed away on December 12, 2017. Mayor Lee dedicated his life to helping others and serving the people of San Francisco. During his three decades of public service, Mayor Lee was a steadfast advocate for the powerless, a voice for the overlooked and a person who fought for those in need. He was a loving husband, caring father and cherished friend. He will be dearly missed.                    - Service 24x7     City and County of San Francisco 
54`SFGOV`http://sfgov.org`http://sfgov.org/`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow  	   Edwin M. Lee, the 43rd Mayor of San Francisco, passed away on December 12, 2017. Mayor Lee dedicated his life to helping others and serving the people of San Francisco. During his three decades of public service, Mayor Lee was a steadfast advocate for the powerless, a voice for the overlooked and a person who fought for those in need. He was a loving husband, caring father and cherished friend. He will be dearly missed.                    - Service 24x7     City and County of San Francisco 
55`Residents | SFGOV`http://sfgov.org/residents`http://sfgov.org/residents`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Residents  Select Category                   - Service 24x7     City and County of San Francisco 
56`Business | SFGOV`http://sfgov.org/business`http://sfgov.org/business`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Business  Select Category                   - Service 24x7     City and County of San Francisco 
57`Open Gov | SFGOV`http://sfgov.org/open-gov`http://sfgov.org/open-gov`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow OpenGov Select Category                   - Service 24x7     City and County of San Francisco 
58`Visitors | SFGOV`http://sfgov.org/visitors`http://sfgov.org/visitors`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Visitors Select Category                   - Service 24x7     City and County of San Francisco 
59`Online Services | SFGOV`http://sfgov.org/online-services`http://sfgov.org/online-services`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Online Services  Select Category                   - Service 24x7     City and County of San Francisco 
60`Help | SFGOV`http://sfgov.org/help`http://sfgov.org/help`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow Dial 3-1-1 (within SF only) or (415) 701-2311; TTY (415) 701-2323 24 hours a day, 7 days a week, 365 days a year or use our online form.                     - Service 24x7     City and County of San Francisco 
61`Open Gov Search | SFGOV`http://sfgov.org/find-your-services`http://sfgov.org/find-your-services`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow                   - Service 24x7     City and County of San Francisco 
62`Mobile | SFGOV`http://sfgov.org/mobile`http://sfgov.org/mobile`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow   The SFGov mobile app offer a simplified access to a variety of information and services including the following: Access news and updates about City key policies and initiatives. Connect with your City government via a variety of social media channels. Stream audio and/or video content along with other multimedia.  SFGov Mobile app can be accessed via a variety of mobile devices using one of the following methods: Download the application on the Android Market using any Android-powered phone. Download the application on the Apple App Store using any Apple iPhones.   The DataSF App showcase lists applications developed by private third parties using the City's public data.                   - Service 24x7     City and County of San Francisco 
63`Mobile | SFGOV`http://sfgov.org/mobile`http://sfgov.org/mobile`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow   The SFGov mobile app offer a simplified access to a variety of information and services including the following: Access news and updates about City key policies and initiatives. Connect with your City government via a variety of social media channels. Stream audio and/or video content along with other multimedia.  SFGov Mobile app can be accessed via a variety of mobile devices using one of the following methods: Download the application on the Android Market using any Android-powered phone. Download the application on the Apple App Store using any Apple iPhones.   The DataSF App showcase lists applications developed by private third parties using the City's public data.                   - Service 24x7     City and County of San Francisco 
64`Mobile | SFGOV`http://sfgov.org/mobile`http://sfgov.org/mobile`This website offers functionality that requires JavaScript. To easily turn ON JavaScript you can follow the instructions provided on the following websites: Enable JavaScript and WikiHow   The SFGov mobile app offer a simplified access to a variety of information and services including the following: Access news and updates about City key policies and initiatives. Connect with your City government via a variety of social media channels. Stream audio and/or video content along with other multimedia.  SFGov Mobile app can be accessed via a variety of mobile devices using one of the following methods: Download the application on the Android Market using any Android-powered phone. Download the application on the Apple App Store using any Apple iPhones.   The DataSF App showcase lists applications developed by private third parties using the City's public data.                   - Service 24x7     City and County of San Francisco 
65`Home - SF311`http://sfgov.org/sf311`https://sf311.org/`For a police, fire, medical, or other emergency, call 911 immediately   Service Requests by Neighborhood & 311 Call Center Metrics 
